branch_id,time_s,spectral_abscissa_s_inv,numerical_abscissa_s_inv,dominant_frequency_s_inv,dominant_mode_condition_number,dominant_right_constitutive_fraction,dominant_left_constitutive_fraction,adjacent_leader_rotation_deg,adjacent_commutator
onset_y,6.562500000000001e-07,3.532663273297736e-05,472918621661.54755,6.924590980662896e-14,584.1414511842175,0.9999923858862565,1.0000000000000004,0.003177940942378944,5.849968004375743e-11
onset_y,6.875e-07,0.00010422743843097134,472923884875.22,4.818668588413887e-14,581.0480347784444,0.9999923859088314,1.0,0.002883139373263649,5.849940657655441e-11
onset_y,7.1875e-07,0.0002967156713382329,472929312148.2188,2.9781050191290086e-13,578.2748395028576,0.9999923859314996,0.9999999999999998,0.0026259504256497274,5.84991272891714e-11
onset_y,7.5e-07,0.0008184711850844527,472934903478.3073,1.6223985120101726e-13,575.7729173320641,0.9999923859542095,1.0,0.0024015563045176676,5.849883177390109e-11
onset_y,7.8125e-07,0.0021950140592177773,472940658864.2981,1.4873221153504371e-12,3456.8541992856844,0.9999923859772147,1.0000000000000004,0.0022049021375962776,5.849853563477666e-11
onset_y,8.125000000000001e-07,0.005739080178369767,472946578304.4221,3.9491451087348205e-12,607.2855516025774,0.9999923860000202,0.9999999999999998,0.00203163489637002,5.849823120995492e-11
onset_y,8.437500000000001e-07,0.014662760180867823,472952661796.4495,3.258588783139658e-12,574.328081436234,0.9999923860228369,1.0,0.001878170264419624,5.849791395640044e-11
onset_y,8.750000000000001e-07,0.03667731764629688,472958909338.68274,2.3534251514204444e-12,579.1135361425116,0.999992386045664,1.0,0.0017415770736809641,5.849759570140956e-11
onset_y,9.062500000000001e-07,0.08997109397730986,472965320929.16943,2.366573694940137e-12,569.4583202103678,0.9999923860685116,1.0,0.0016194474756434753,5.849729570055959e-11
onset_y,9.375000000000001e-07,0.21674394143898051,472971896565.65735,1.1272014174237141e-12,566.8175067032955,0.9999923860913641,1.0000000000000004,0.0015097999039865367,5.849712780037285e-11
onset_y,9.6875e-07,0.5134078595072431,472978636246.4276,8.59457319720564e-13,563.4101805709142,0.9999923861142375,1.0000000000000004,0.0014110158741070453,5.849769978601482e-11
onset_y,1e-06,1.1970575954179297,472985539968.1729,6.442855692866122e-13,562.8804881674852,0.9999923861371179,1.0,0.0013219231322240648,5.850200259332604e-11
onset_y,1.0625e-06,6.229007779325675,472999839522.6273,2.761664137266676e-13,559.7350287919568,0.999992386182895,1.0,0.002419120885024378,1.1713904305902357e-10
onset_y,1.125e-06,30.732557909521915,473014795175.0152,1.0687126283719788e-12,557.6805170203951,0.9999923862280522,1.0000000000000004,0.002473736174264076,1.2022499136157279e-10
onset_y,1.1875e-06,144.48902426195997,473030406734.0623,6.26593575418529e-12,555.8675442455848,0.9999923862588741,1.0,0.006368807424960855,1.709532967249042e-10
onset_y,1.25e-06,650.0024315298515,473046673378.22455,5.473638862050857e-13,554.245474070623,0.9999923860017357,1.0,0.027775548522929374,5.503130804800089e-10
onset_y,1.3125000000000001e-06,2807.9460671049324,473063591535.7361,1.1659038330869198e-12,552.7046002552296,0.9999923804138804,0.9999999999999982,0.11216456762257486,2.2324238001337113e-09
onset_y,1.375e-06,11678.694094185203,473081146082.01,1.48010692721972e-13,550.6306082434761,0.9999922831194377,0.9999999999999676,0.3363462962829222,8.893446749374069e-09
onset_y,1.4375e-06,46633.23176147355,473099275281.171,2.110973271341116e-13,547.1400218988576,0.9999907337378132,0.9999999999994105,0.5412287820436916,3.4055185534215235e-08
onset_y,1.5e-06,175975.2455699695,473117737645.77167,1.3821790878060112e-15,544.2256176780273,0.9999688296132992,0.9999999999728961,0.44974072775591956,1.2361413968831675e-07
onset_y,1.5625e-06,598357.2845223688,473135644533.74725,2.850151766341362e-14,543.0509154657351,0.9997201094368761,0.9999999972028721,0.6946687221913453,4.050860284695216e-07
